"submittedAt","orderId","customerId","salesRepId","salesRepSsn","salesRepFirstName","salesRepLastName","salesRepAddress","salesRepCity","salesRepState","salesRepZip","shippingAddressAttention","shippingAddressAddress","shippingAddressCity","shippingAddressState","shippingAddressZip","productId","productQuantity","productSoldPrice"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","900","94.37"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","699fcfe8-ce60-42c9-9d0f-728df3e48d70","900","99.61"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","7a41323a-560f-4e34-aba6-995e2325f95e","700","94.37"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","7b547a10-e804-48e1-ad90-1f946cee659c","900","104.85"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","95cbadca-cf90-4b8a-a134-2976f6ba6df8","600","99.61"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","800","103.80"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","a990d79b-4957-42fc-8e42-20ceb1fd1259","500","115.34"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","bc93ed89-bb15-4e46-a110-a5878e46ccf6","700","94.37"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","e26839a2-44fd-4003-a06b-faf6a2dff077","800","99.61"
"1557615600","000ccb58-c1b2-44f1-931d-25dada291ad3","f60ae354-4efe-4d92-b204-ee48af986773","e8cbe4a7-ab56-48f9-b990-8ee1621a3535","600299522","Ellis","Delacruz","34 Osada Avenue","Miami Gardens","FL","32122","Sofia Woods","900 N Canales Lane","Plano","TX","77853","e672483e-57a8-434a-bc42-ecf827c8a8d4","800","109.57"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","699fcfe8-ce60-42c9-9d0f-728df3e48d70","700","97.80"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","8d809e13-fdc5-4d15-9271-953750f6d592","900","102.95"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","95cbadca-cf90-4b8a-a134-2976f6ba6df8","400","97.80"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","300","101.92"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","a990d79b-4957-42fc-8e42-20ceb1fd1259","600","113.24"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","bc93ed89-bb15-4e46-a110-a5878e46ccf6","500","92.65"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","e26839a2-44fd-4003-a06b-faf6a2dff077","200","97.80"
"1567594800","000dfc1e-db10-45c9-8b17-4c8866048eca","3c7ce5be-c16b-4747-8c73-3aacecb39291","0873eef2-ea07-4884-a4d6-1929c15787d9","436738979","Max","Wilkerson","922 English Ivy Circle","Wichita","KS","67644","Jaylen Harper","90 Livingston Loop","Charlotte","NC","28269","e672483e-57a8-434a-bc42-ecf827c8a8d4","100","107.58"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","668b2c1f-d76e-4bf0-82bb-c7d5776524a4","900","107.71"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","699fcfe8-ce60-42c9-9d0f-728df3e48d70","600","102.33"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","7a41323a-560f-4e34-aba6-995e2325f95e","100","96.94"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","95cbadca-cf90-4b8a-a134-2976f6ba6df8","300","102.33"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","900","106.63"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","a990d79b-4957-42fc-8e42-20ceb1fd1259","100","118.48"
"1551949200","000fe86e-344d-40ec-be7b-41cf06d99da0","0b0a1fdb-8bbf-4474-9e32-91dd2c860765","9ef74d02-fe6d-42f3-b638-29e67bbfa20e","337-30-1919","Ruby","Sanford","141 Bosie Run N","Richmond","CA","90041","Arjun York","753 Castro Court","Springfield","IL","62930","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","500","96.94"
"1553277600","001089f4-283c-4000-98f8-b2b890258f3b","09122290-7f43-4538-90e7-2b9ec3bab6ff","d89b9c35-5adc-42af-b6a7-0b32d14f17a3","165188404","Ulises","Mack","PO Box 135","Peoria","IL","61108","Jaiden Herring","907 Evans Way S","Pueblo","CO","80322","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","500","104.75"
"1565640000","00110666-362e-4563-9e70-0730f33c7a9e","152c1dec-4405-489b-a2b5-7ed27f144f45","4afd2259-f7e8-4d2a-8643-33d68c4b5424","null","George","Carpenter","132  Inverness Place","Davenport","IA","52212","Stone Walter","617 La Hermosa Drive S","Des Moines","IA","50634","699fcfe8-ce60-42c9-9d0f-728df3e48d70","900","92.37"
